gene_id	symbol	gene_type	ncbi_ortholog_count	has_ncbi_ortholog
5459	POU4F3	protein-coding	819	true
5460	POU5F1	protein-coding	326	true
5462	POU5F1B	protein-coding	6	true
5463	POU6F1	protein-coding	826	true
5464	PPA1	protein-coding	823	true
5465	PPARA	protein-coding	703	true
5467	PPARD	protein-coding	845	true
5468	PPARG	protein-coding	866	true
5469	MED1	protein-coding	876	true
5470	PPEF2	protein-coding	536	true
5471	PPAT	protein-coding	873	true
5473	PPBP	protein-coding	150	true
5475	PPEF1	protein-coding	545	true
5476	CTSA	protein-coding	839	true
5478	PPIA	protein-coding	633	true
5479	PPIB	protein-coding	858	true
5480	PPIC	protein-coding	827	true
5481	PPID	protein-coding	853	true
5483	PPIAP11	pseudo	0	false
5485	PPIAP13	pseudo	0	false
5486	PPIAP14	pseudo	0	false
5487	PPIAP15	pseudo	0	false
5488	PPIAP16	pseudo	0	false
5489	PPIAP7	pseudo	0	false
5491	PPIAP9	pseudo	0	false
5493	PPL	protein-coding	865	true
5494	PPM1A	protein-coding	861	true
5495	PPM1B	protein-coding	873	true
5496	PPM1G	protein-coding	867	true
5498	PPOX	protein-coding	807	true
5499	PPP1CA	protein-coding	494	true
5500	PPP1CB	protein-coding	555	true
5501	PPP1CC	protein-coding	554	true
5502	PPP1R1A	protein-coding	482	true
5504	PPP1R2	protein-coding	556	true
5506	PPP1R3A	protein-coding	771	true
5507	PPP1R3C	protein-coding	703	true
5509	PPP1R3D	protein-coding	532	true
5510	PPP1R7	protein-coding	864	true
5511	PPP1R8	protein-coding	654	true
5512	PPP1R8P1	pseudo	0	false
5514	PPP1R10	protein-coding	774	true
5515	PPP2CA	protein-coding	769	true
5516	PPP2CB	protein-coding	654	true
5517	PPP2CBP1	pseudo	0	false
5518	PPP2R1A	protein-coding	398	true
5519	PPP2R1B	protein-coding	305	true
5520	PPP2R2A	protein-coding	552	true
5521	PPP2R2B	protein-coding	535	true
5522	PPP2R2C	protein-coding	539	true
5523	PPP2R3A	protein-coding	803	true
5524	PTPA	protein-coding	876	true
5525	PPP2R5A	protein-coding	867	true
5526	PPP2R5B	protein-coding	659	true
5527	PPP2R5C	protein-coding	815	true
5528	PPP2R5D	protein-coding	814	true
5529	PPP2R5E	protein-coding	825	true
5530	PPP3CA	protein-coding	772	true
5531	PPP4C	protein-coding	438	true
5532	PPP3CB	protein-coding	533	true
5533	PPP3CC	protein-coding	531	true
5534	PPP3R1	protein-coding	537	true
5535	PPP3R2	protein-coding	243	true
5536	PPP5C	protein-coding	718	true
5537	PPP6C	protein-coding	770	true
5538	PPT1	protein-coding	848	true
5539	PPY	protein-coding	261	true
5540	NPY4R	protein-coding	10	true
5542	PRB1	protein-coding	0	false
5544	PRB3	protein-coding	4	true
5545	PRB4	protein-coding	14	true
5546	PRCC	protein-coding	841	true
5547	PRCP	protein-coding	857	true
5549	PRELP	protein-coding	848	true
5550	PREP	protein-coding	832	true
5551	PRF1	protein-coding	350	true
5552	SRGN	protein-coding	541	true
5553	PRG2	protein-coding	181	true
5554	PRH1	protein-coding	2	true
5555	PRH2	protein-coding	16	true
5557	PRIM1	protein-coding	856	true
5558	PRIM2	protein-coding	867	true
5562	PRKAA1	protein-coding	823	true
5563	PRKAA2	protein-coding	873	true
5564	PRKAB1	protein-coding	847	true
5565	PRKAB2	protein-coding	518	true
5566	PRKACA	protein-coding	318	true
5567	PRKACB	protein-coding	841	true
5568	PRKACG	protein-coding	27	true
5569	PKIA	protein-coding	834	true
5570	PKIB	protein-coding	793	true
5571	PRKAG1	protein-coding	512	true
5573	PRKAR1A	protein-coding	544	true
5574	PRKAR1AP1	pseudo	0	false
5575	PRKAR1B	protein-coding	807	true
5576	PRKAR2A	protein-coding	544	true
5577	PRKAR2B	protein-coding	774	true
5578	PRKCA	protein-coding	534	true
5579	PRKCB	protein-coding	542	true
5580	PRKCD	protein-coding	557	true
5581	PRKCE	protein-coding	602	true
5582	PRKCG	protein-coding	385	true
5583	PRKCH	protein-coding	853	true
5584	PRKCI	protein-coding	869	true
5585	PKN1	protein-coding	617	true
5586	PKN2	protein-coding	556	true
5587	PRKD1	protein-coding	853	true
5588	PRKCQ	protein-coding	844	true
5589	PRKCSH	protein-coding	714	true
5590	PRKCZ	protein-coding	548	true
5591	PRKDC	protein-coding	874	true
5592	PRKG1	protein-coding	690	true
5593	PRKG2	protein-coding	804	true
5594	MAPK1	protein-coding	840	true
5595	MAPK3	protein-coding	312	true
5596	MAPK4	protein-coding	793	true
5597	MAPK6	protein-coding	858	true
5598	MAPK7	protein-coding	757	true
5599	MAPK8	protein-coding	815	true
5600	MAPK11	protein-coding	514	true
5601	MAPK9	protein-coding	523	true
5602	MAPK10	protein-coding	841	true
5603	MAPK13	protein-coding	509	true
5604	MAP2K1	protein-coding	864	true
5605	MAP2K2	protein-coding	823	true
5606	MAP2K3	protein-coding	512	true
5607	MAP2K5	protein-coding	871	true
5608	MAP2K6	protein-coding	543	true
5609	MAP2K7	protein-coding	760	true
5610	EIF2AK2	protein-coding	696	true
5611	DNAJC3	protein-coding	876	true
5612	THAP12	protein-coding	546	true
5613	PRKX	protein-coding	800	true
5615	PRKXP2	pseudo	0	false
5616	PRKY	pseudo	0	false
5617	PRL	protein-coding	519	true
5618	PRLR	protein-coding	841	true
5619	PRM1	protein-coding	49	true
5620	PRM2	protein-coding	107	true
5621	PRNP	protein-coding	516	true
5623	PSPN	protein-coding	361	true
5624	PROC	protein-coding	747	true
5625	PRODH	protein-coding	389	true
5626	PROP1	protein-coding	253	true
5627	PROS1	protein-coding	854	true
5628	PROS2P	pseudo	0	false
5629	PROX1	protein-coding	790	true
5630	PRPH	protein-coding	775	true
5631	PRPS1	protein-coding	737	true
5634	PRPS2	protein-coding	528	true
5635	PRPSAP1	protein-coding	629	true
5636	PRPSAP2	protein-coding	755	true
5638	PRRG1	protein-coding	830	true
5639	PRRG2	protein-coding	668	true
5641	LGMN	protein-coding	859	true
5644	PRSS1	protein-coding	2	true
5645	PRSS2	protein-coding	91	true
5646	PRSS3	protein-coding	4	true
5648	MASP1	protein-coding	820	true
5649	RELN	protein-coding	832	true
5650	KLK7	protein-coding	188	true
5651	TMPRSS15	protein-coding	860	true
5652	PRSS8	protein-coding	333	true
5653	KLK6	protein-coding	179	true
5654	HTRA1	protein-coding	771	true
5655	KLK10	protein-coding	244	true
5657	PRTN3	protein-coding	96	true
5660	PSAP	protein-coding	752	true
5662	PSD	protein-coding	537	true
5663	PSEN1	protein-coding	855	true
5664	PSEN2	protein-coding	820	true
5669	PSG1	protein-coding	0	false
5670	PSG2	protein-coding	1	true
5671	PSG3	protein-coding	1	true
5672	PSG4	protein-coding	3	true
5673	PSG5	protein-coding	1	true
5675	PSG6	protein-coding	0	false
5676	PSG7	protein-coding	2	true
5678	PSG9	protein-coding	2	true
5680	PSG11	protein-coding	1	true
5681	PSKH1	protein-coding	852	true
5682	PSMA1	protein-coding	854	true
5683	PSMA2	protein-coding	564	true
5684	PSMA3	protein-coding	857	true
5685	PSMA4	protein-coding	861	true
5686	PSMA5	protein-coding	869	true
5687	PSMA6	protein-coding	807	true
5688	PSMA7	protein-coding	557	true
5689	PSMB1	protein-coding	857	true
5690	PSMB2	protein-coding	867	true
5691	PSMB3	protein-coding	855	true
5692	PSMB4	protein-coding	829	true
5693	PSMB5	protein-coding	422	true
5694	PSMB6	protein-coding	431	true
5695	PSMB7	protein-coding	550	true
5696	PSMB8	protein-coding	605	true
5697	PYY	protein-coding	250	true
5698	PSMB9	protein-coding	354	true
5699	PSMB10	protein-coding	268	true
5700	PSMC1	protein-coding	562	true
5701	PSMC2	protein-coding	867	true
5702	PSMC3	protein-coding	864	true
5703	PSMC3P1	pseudo	0	false
5704	PSMC4	protein-coding	763	true
5705	PSMC5	protein-coding	859	true
5706	PSMC6	protein-coding	864	true
5707	PSMD1	protein-coding	867	true
5708	PSMD2	protein-coding	853	true
5709	PSMD3	protein-coding	845	true
5710	PSMD4	protein-coding	455	true
5711	PSMD5	protein-coding	873	true
5713	PSMD7	protein-coding	846	true
5714	PSMD8	protein-coding	771	true
5715	PSMD9	protein-coding	869	true
5716	PSMD10	protein-coding	856	true
5717	PSMD11	protein-coding	557	true
5718	PSMD12	protein-coding	860	true
5719	PSMD13	protein-coding	855	true
5720	PSME1	protein-coding	652	true
5721	PSME2	protein-coding	654	true
5723	PSPH	protein-coding	866	true
5724	PTAFR	protein-coding	800	true
5725	PTBP1	protein-coding	724	true
5726	TAS2R38	protein-coding	263	true
5727	PTCH1	protein-coding	865	true
5728	PTEN	protein-coding	813	true
5729	PTGDR	protein-coding	436	true
5730	PTGDS	protein-coding	318	true
5731	PTGER1	protein-coding	352	true
5732	PTGER2	protein-coding	491	true
5733	PTGER3	protein-coding	860	true
5734	PTGER4	protein-coding	551	true
5735	PTGER4P1	pseudo	0	false
5736	PTGER4P2	pseudo	0	false
5737	PTGFR	protein-coding	842	true
5738	PTGFRN	protein-coding	545	true
5739	PTGIR	protein-coding	663	true
5740	PTGIS	protein-coding	663	true
5741	PTH	protein-coding	523	true
5742	PTGS1	protein-coding	537	true
5743	PTGS2	protein-coding	554	true
5744	PTHLH	protein-coding	557	true
5745	PTH1R	protein-coding	845	true
5746	PTH2R	protein-coding	604	true
5747	PTK2	protein-coding	548	true
5753	PTK6	protein-coding	334	true
5754	PTK7	protein-coding	839	true
5756	TWF1	protein-coding	745	true
5757	PTMA	protein-coding	675	true
5758	PTMAP1	pseudo	0	false
5759	PTMAP2	pseudo	0	false
5760	PTMAP3	pseudo	0	false
5761	PTMAP4	pseudo	0	false
5763	PTMS	protein-coding	467	true
5764	PTN	protein-coding	825	true
5767	PTP4A2P1	pseudo	0	false
5768	QSOX1	protein-coding	838	true
5769	PTP4A2P2	pseudo	0	false
5770	PTPN1	protein-coding	797	true
5771	PTPN2	protein-coding	565	true
5774	PTPN3	protein-coding	817	true
5775	PTPN4	protein-coding	843	true
5777	PTPN6	protein-coding	548	true
5778	PTPN7	protein-coding	527	true
5780	PTPN9	protein-coding	858	true
5781	PTPN11	protein-coding	867	true
5782	PTPN12	protein-coding	556	true
5783	PTPN13	protein-coding	872	true
5784	PTPN14	protein-coding	563	true
5786	PTPRA	protein-coding	841	true
5787	PTPRB	protein-coding	637	true
5788	PTPRC	protein-coding	851	true
5789	PTPRD	protein-coding	545	true
5790	PTPRCAP	protein-coding	459	true
5791	PTPRE	protein-coding	809	true
5792	PTPRF	protein-coding	809	true
5793	PTPRG	protein-coding	552	true
5794	PTPRH	protein-coding	324	true
5795	PTPRJ	protein-coding	480	true
5796	PTPRK	protein-coding	861	true
5797	PTPRM	protein-coding	538	true
5798	PTPRN	protein-coding	546	true
5799	PTPRN2	protein-coding	829	true
5800	PTPRO	protein-coding	845	true
5801	PTPRR	protein-coding	788	true
5802	PTPRS	protein-coding	812	true
5803	PTPRZ1	protein-coding	797	true
5805	PTS	protein-coding	851	true
5806	PTX3	protein-coding	594	true
5810	RAD1	protein-coding	873	true
5813	PURA	protein-coding	812	true
5814	PURB	protein-coding	722	true
5816	PVALB	protein-coding	550	true
5817	PVR	protein-coding	157	true
5818	NECTIN1	protein-coding	505	true
5819	NECTIN2	protein-coding	360	true
5820	PVT1	ncRNA	2	true
5822	PWP2	protein-coding	523	true
5824	PEX19	protein-coding	773	true
5825	ABCD3	protein-coding	835	true
5826	ABCD4	protein-coding	877	true
5827	PXMP2	protein-coding	664	true
5828	PEX2	protein-coding	879	true
5829	PXN	protein-coding	544	true
5830	PEX5	protein-coding	840	true
5831	PYCR1	protein-coding	720	true
5832	ALDH18A1	protein-coding	844	true
5833	PCYT2	protein-coding	819	true
5834	PYGB	protein-coding	510	true
5836	PYGL	protein-coding	833	true
5837	PYGM	protein-coding	396	true
5858	PZP	protein-coding	31	true
5859	QARS1	protein-coding	868	true
5860	QDPR	protein-coding	563	true
5861	RAB1A	protein-coding	556	true
5862	RAB2A	protein-coding	838	true
5863	RGL2	protein-coding	660	true
5864	RAB3A	protein-coding	773	true
5865	RAB3B	protein-coding	533	true
5866	RAB3IL1	protein-coding	847	true
5867	RAB4A	protein-coding	795	true
5868	RAB5A	protein-coding	559	true
5869	RAB5B	protein-coding	502	true
5870	RAB6A	protein-coding	752	true
5871	MAP4K2	protein-coding	344	true
5872	RAB13	protein-coding	727	true
5873	RAB27A	protein-coding	861	true
5874	RAB27B	protein-coding	709	true
5875	RABGGTA	protein-coding	757	true
5876	RABGGTB	protein-coding	873	true
5877	RABIF	protein-coding	840	true
5878	RAB5C	protein-coding	826	true
5879	RAC1	protein-coding	539	true
5880	RAC2	protein-coding	768	true
5881	RAC3	protein-coding	533	true
5883	RAD9A	protein-coding	821	true
5884	RAD17	protein-coding	864	true
5885	RAD21	protein-coding	761	true
5886	RAD23A	protein-coding	692	true
5887	RAD23B	protein-coding	833	true
5888	RAD51	protein-coding	824	true
5889	RAD51C	protein-coding	846	true
5890	RAD51B	protein-coding	721	true
5891	MOK	protein-coding	667	true
5892	RAD51D	protein-coding	880	true
5893	RAD52	protein-coding	885	true
5894	RAF1	protein-coding	661	true
5896	RAG1	protein-coding	855	true
5897	RAG2	protein-coding	873	true
5898	RALA	protein-coding	555	true
5899	RALB	protein-coding	554	true
5900	RALGDS	protein-coding	552	true
5901	RAN	protein-coding	864	true
5902	RANBP1	protein-coding	849	true
5903	RANBP2	protein-coding	160	true
5905	RANGAP1	protein-coding	834	true
5906	RAP1A	protein-coding	744	true
5907	RAP1AP	pseudo	0	false
5908	RAP1B	protein-coding	615	true
5909	RAP1GAP	protein-coding	552	true
5910	RAP1GDS1	protein-coding	866	true
5911	RAP2A	protein-coding	522	true
5912	RAP2B	protein-coding	529	true
5913	RAPSN	protein-coding	872	true
5914	RARA	protein-coding	809	true
5915	RARB	protein-coding	554	true
5916	RARG	protein-coding	464	true
5917	RARS1	protein-coding	863	true
5918	RARRES1	protein-coding	377	true
5919	RARRES2	protein-coding	489	true
5920	PLAAT4	protein-coding	68	true
5921	RASA1	protein-coding	737	true
5922	RASA2	protein-coding	848	true
5923	RASGRF1	protein-coding	818	true
5924	RASGRF2	protein-coding	782	true
5925	RB1	protein-coding	868	true
5926	ARID4A	protein-coding	862	true
5927	KDM5A	protein-coding	855	true
5928	RBBP4	protein-coding	775	true
5929	RBBP5	protein-coding	867	true
5930	RBBP6	protein-coding	683	true
5931	RBBP7	protein-coding	490	true
5932	RBBP8	protein-coding	862	true
5933	RBL1	protein-coding	859	true
5934	RBL2	protein-coding	820	true
5935	RBM3	protein-coding	279	true
5936	RBM4	protein-coding	62	true
5937	RBMS1	protein-coding	557	true
5938	RBMS1P1	pseudo	0	false
5939	RBMS2	protein-coding	481	true
5940	RBMY1A1	protein-coding	0	false
5944	RBMY1HP	pseudo	0	false
5945	RBMY2AP	pseudo	0	false
5947	RBP1	protein-coding	507	true
5948	RBP2	protein-coding	538	true
5949	RBP3	protein-coding	785	true
5950	RBP4	protein-coding	870	true
5954	RCN1	protein-coding	857	true
5955	RCN2	protein-coding	860	true
5956	OPN1LW	protein-coding	24	true
5957	RCVRN	protein-coding	398	true
5959	RDH5	protein-coding	486	true
5961	PRPH2	protein-coding	863	true
5962	RDX	protein-coding	550	true
5964	RDXP2	pseudo	0	false
5965	RECQL	protein-coding	846	true
5966	REL	protein-coding	845	true
5967	REG1A	protein-coding	16	true
5968	REG1B	protein-coding	17	true
5969	REG1CP	pseudo	0	false
5970	RELA	protein-coding	716	true
5971	RELB	protein-coding	717	true
5972	REN	protein-coding	540	true
5973	RENBP	protein-coding	708	true
5976	UPF1	protein-coding	702	true
5977	DPF2	protein-coding	728	true
5978	REST	protein-coding	804	true
5979	RET	protein-coding	870	true
5980	REV3L	protein-coding	870	true
5981	RFC1	protein-coding	866	true
5982	RFC2	protein-coding	855	true
5983	RFC3	protein-coding	870	true
5984	RFC4	protein-coding	865	true
5985	RFC5	protein-coding	856	true
5986	RFNG	protein-coding	838	true
5987	TRIM27	protein-coding	227	true
5988	RFPL1	protein-coding	19	true
5989	RFX1	protein-coding	415	true
5990	RFX2	protein-coding	831	true
5991	RFX3	protein-coding	853	true
5992	RFX4	protein-coding	868	true
5993	RFX5	protein-coding	803	true
5994	RFXAP	protein-coding	852	true
5995	RGR	protein-coding	849	true
5996	RGS1	protein-coding	500	true
5997	RGS2	protein-coding	634	true
5998	RGS3	protein-coding	504	true
5999	RGS4	protein-coding	712	true
6000	RGS7	protein-coding	528	true
6001	RGS10	protein-coding	547	true
6002	RGS12	protein-coding	839	true
6003	RGS13	protein-coding	480	true
6004	RGS16	protein-coding	480	true
6005	RHAG	protein-coding	850	true
6006	RHCE	protein-coding	280	true
6007	RHD	protein-coding	0	false
6008	RHEBP1	pseudo	0	false
6009	RHEB	protein-coding	839	true
6010	RHO	protein-coding	560	true
6011	GRK1	protein-coding	713	true
6013	RLN1	protein-coding	39	true
6014	RIT2	protein-coding	437	true
6015	RING1	protein-coding	412	true
6016	RIT1	protein-coding	547	true
6017	RLBP1	protein-coding	724	true
6018	RLF	protein-coding	865	true
6019	RLN2	protein-coding	25	true
6023	RMRP	ncRNA	0	false
6029	RN7SL1	scRNA	0	false
6030	RN7SL4P	pseudo	0	false
6031	RN7SL5P	pseudo	0	false
6032	RN7SL6P	pseudo	0	false
6033	RN7SL7P	pseudo	0	false
6034	RN7SL8P	pseudo	0	false
6035	RNASE1	protein-coding	173	true
6036	RNASE2	protein-coding	76	true
6037	RNASE3	protein-coding	11	true
6038	RNASE4	protein-coding	200	true
6039	RNASE6	protein-coding	191	true
6041	RNASEL	protein-coding	506	true
6043	SNORA63	snoRNA	0	false
6044	SNORA62	snoRNA	0	false
6045	RNF2	protein-coding	844	true
6046	BRD2	protein-coding	464	true
6047	RNF4	protein-coding	797	true
6048	RNF5	protein-coding	642	true
6049	RNF6	protein-coding	825	true
6050	RNH1	protein-coding	487	true
6051	RNPEP	protein-coding	651	true
6059	ABCE1	protein-coding	843	true
6060	RNU1-4	snRNA	0	false
6063	RNVU1-2A	snRNA	0	false
6066	RNU2-1	snRNA	0	false
6068	SNORD3P1	pseudo	0	false
6069	RNU4-7P	pseudo	0	false
6070	RNU4-8P	pseudo	0	false
6071	RNU6V	pseudo	0	false
6072	RNU7-68P	pseudo	0	false
6073	RNU7-86P	pseudo	0	false
6074	RNU7-24P	pseudo	0	false
6075	RNU7-55P	pseudo	0	false
6076	SNORD13P1	pseudo	0	false
6077	SNORD13P2	pseudo	0	false
6078	SNORD13P3	pseudo	0	false
6079	SNORD15A	snoRNA	0	false
6080	SNORA73A	snoRNA	0	false
6082	SNORD20	snoRNA	0	false
6083	SNORD21	snoRNA	0	false
6084	RNY1	ncRNA	0	false
6085	RNY3	ncRNA	0	false
6086	RNY4	ncRNA	0	false
6087	RNY4P1	pseudo	0	false
6088	RNY4P2	pseudo	0	false
6089	RNY4P3	pseudo	0	false
6090	RNY5	ncRNA	0	false
6091	ROBO1	protein-coding	844	true
6092	ROBO2	protein-coding	841	true
6093	ROCK1	protein-coding	846	true
6094	ROM1	protein-coding	304	true
6095	RORA	protein-coding	813	true
6096	RORB	protein-coding	856	true
6097	RORC	protein-coding	450	true
6098	ROS1	protein-coding	492	true
6100	RP9	protein-coding	779	true
6101	RP1	protein-coding	733	true
6102	RP2	protein-coding	864	true
6103	RPGR	protein-coding	517	true
6117	RPA1	protein-coding	867	true
6118	RPA2	protein-coding	872	true
6119	RPA3	protein-coding	871	true
6120	RPE	protein-coding	551	true
6121	RPE65	protein-coding	551	true
6122	RPL3	protein-coding	844	true
6123	RPL3L	protein-coding	551	true
6124	RPL4	protein-coding	840	true
6125	RPL5	protein-coding	563	true
6126	RPL9P7	pseudo	0	false
6128	RPL6	protein-coding	851	true
6129	RPL7	protein-coding	843	true
6130	RPL7A	protein-coding	848	true
6132	RPL8	protein-coding	856	true
6133	RPL9	protein-coding	859	true
6134	RPL10	protein-coding	388	true
6135	RPL11	protein-coding	855	true
6136	RPL12	protein-coding	862	true
6137	RPL13	protein-coding	846	true
6138	RPL15	protein-coding	855	true
6139	RPL17	protein-coding	751	true
6141	RPL18	protein-coding	719	true
6142	RPL18A	protein-coding	848	true
6143	RPL19	protein-coding	823	true
6144	RPL21	protein-coding	861	true
6145	RPL21P1	pseudo	0	false
6146	RPL22	protein-coding	817	true
6147	RPL23A	protein-coding	850	true
6148	RPL23AP1	pseudo	0	false
6150	MRPL23	protein-coding	860	true
6152	RPL24	protein-coding	854	true
6154	RPL26	protein-coding	264	true
6155	RPL27	protein-coding	848	true
6156	RPL30	protein-coding	865	true
6157	RPL27A	protein-coding	840	true
6158	RPL28	protein-coding	719	true
6159	RPL29	protein-coding	740	true
6160	RPL31	protein-coding	854	true
6161	RPL32	protein-coding	829	true
6163	RPL32P1	pseudo	0	false
6164	RPL34	protein-coding	873	true
6165	RPL35A	protein-coding	837	true
6166	RPL36AL	protein-coding	252	true
6167	RPL37	protein-coding	851	true
6168	RPL37A	protein-coding	860	true
6169	RPL38	protein-coding	788	true
6170	RPL39	protein-coding	803	true
6171	RPL41	protein-coding	30	true
6172	RPL41P5	pseudo	0	false
6173	RPL36A	protein-coding	417	true
6174	RPL7P1	pseudo	0	false
6175	RPLP0	protein-coding	855	true
6176	RPLP1	protein-coding	819	true
6181	RPLP2	protein-coding	713	true
6182	MRPL12	protein-coding	851	true
6183	MRPS12	protein-coding	770	true
6184	RPN1	protein-coding	864	true
6185	RPN2	protein-coding	878	true
6187	RPS2	protein-coding	858	true
6188	RPS3	protein-coding	862	true
6189	RPS3A	protein-coding	833	true
6191	RPS4X	protein-coding	745	true
6192	RPS4Y1	protein-coding	16	true
6193	RPS5	protein-coding	763	true
6194	RPS6	protein-coding	825	true
6195	RPS6KA1	protein-coding	553	true
6196	RPS6KA2	protein-coding	502	true
6197	RPS6KA3	protein-coding	549	true
6198	RPS6KB1	protein-coding	811	true
6199	RPS6KB2	protein-coding	505	true
6201	RPS7	protein-coding	863	true
6202	RPS8	protein-coding	546	true
6203	RPS9	protein-coding	718	true
6204	RPS10	protein-coding	803	true
6205	RPS11	protein-coding	791	true
6206	RPS12	protein-coding	846	true
6207	RPS13	protein-coding	848	true
6208	RPS14	protein-coding	845	true
6209	RPS15	protein-coding	842	true
6210	RPS15A	protein-coding	843	true
6217	RPS16	protein-coding	853	true
6218	RPS17	protein-coding	548	true
6219	RPS17P2	pseudo	0	false
6222	RPS18	protein-coding	745	true
6223	RPS19	protein-coding	743	true
6224	RPS20	protein-coding	876	true
6225	RPS20P3	pseudo	0	false
6226	RPS20P4	pseudo	0	false
6227	RPS21	protein-coding	841	true
6228	RPS23	protein-coding	789	true
6229	RPS24	protein-coding	867	true
6230	RPS25	protein-coding	836	true
6231	RPS26	protein-coding	506	true
6232	RPS27	protein-coding	484	true
6233	RPS27A	protein-coding	835	true
6234	RPS28	protein-coding	814	true
6235	RPS29	protein-coding	772	true
6236	RRAD	protein-coding	848	true
6237	RRAS	protein-coding	628	true
6238	RRBP1	protein-coding	556	true
6239	RREB1	protein-coding	818	true
6240	RRM1	protein-coding	683	true
6241	RRM2	protein-coding	647	true
6242	RTKN	protein-coding	791	true
6244	RRM2P2	pseudo	0	false
6246	RRM2P4	pseudo	0	false
6247	RS1	protein-coding	544	true
6248	RSC1A1	protein-coding	108	true
6249	CLIP1	protein-coding	814	true
6251	RSU1	protein-coding	877	true
6252	RTN1	protein-coding	856	true
6253	RTN2	protein-coding	411	true
6256	RXRA	protein-coding	537	true
6257	RXRB	protein-coding	409	true
6258	RXRG	protein-coding	514	true
6259	RYK	protein-coding	866	true
6260	RYKP1	pseudo	0	false
6261	RYR1	protein-coding	414	true
6262	RYR2	protein-coding	785	true
6263	RYR3	protein-coding	835	true
6271	S100A1	protein-coding	499	true
6272	SORT1	protein-coding	558	true
6273	S100A2	protein-coding	210	true
6274	S100A3	protein-coding	254	true
6275	S100A4	protein-coding	197	true
6276	S100A5	protein-coding	286	true
6277	S100A6	protein-coding	210	true
6278	S100A7	protein-coding	64	true
6279	S100A8	protein-coding	242	true
6280	S100A9	protein-coding	225	true
6281	S100A10	protein-coding	474	true
6282	S100A11	protein-coding	478	true
6283	S100A12	protein-coding	127	true
6284	S100A13	protein-coding	493	true
6285	S100B	protein-coding	689	true
6286	S100P	protein-coding	351	true
6288	SAA1	protein-coding	16	true
6289	SAA2	protein-coding	24	true
6290	SAA3P	pseudo	0	false
6291	SAA4	protein-coding	29	true
6293	VPS52	protein-coding	747	true
6294	SAFB	protein-coding	563	true
6295	SAG	protein-coding	540	true
6296	ACSM3	protein-coding	397	true
6297	SALL2	protein-coding	393	true
6299	SALL1	protein-coding	849	true
6300	MAPK12	protein-coding	517	true
6301	SARS1	protein-coding	824	true
6302	TSPAN31	protein-coding	741	true
6303	SAT1	protein-coding	554	true
6304	SATB1	protein-coding	553	true
6305	SBF1	protein-coding	836	true
6307	MSMO1	protein-coding	819	true
6308	SC4MOP	pseudo	0	false
6309	SC5D	protein-coding	768	true
6310	ATXN1	protein-coding	841	true
6311	ATXN2	protein-coding	853	true
6314	ATXN7	protein-coding	871	true
6315	ATXN8OS	ncRNA	0	false
6317	SERPINB3	protein-coding	73	true
6318	SERPINB4	protein-coding	6	true
6319	SCD	protein-coding	481	true
6320	CLEC11A	protein-coding	646	true
6322	SCML1	protein-coding	232	true
6323	SCN1A	protein-coding	136	true
6324	SCN1B	protein-coding	429	true
6326	SCN2A	protein-coding	233	true
6327	SCN2B	protein-coding	816	true
6328	SCN3A	protein-coding	151	true
6329	SCN4A	protein-coding	526	true
6330	SCN4B	protein-coding	714	true
6331	SCN5A	protein-coding	303	true
6332	SCN7A	protein-coding	255	true
6334	SCN8A	protein-coding	537	true
6335	SCN9A	protein-coding	246	true
6336	SCN10A	protein-coding	262	true
6337	SCNN1A	protein-coding	546	true
6338	SCNN1B	protein-coding	548	true
6339	SCNN1D	protein-coding	499	true
6340	SCNN1G	protein-coding	558	true
6341	SCO1	protein-coding	811	true
6342	SCP2	protein-coding	858	true
6343	SCT	protein-coding	337	true
6344	SCTR	protein-coding	828	true
6345	SRL	protein-coding	854	true
6346	CCL1	protein-coding	219	true
6347	CCL2	protein-coding	21	true
6348	CCL3	protein-coding	15	true
6349	CCL3L1	protein-coding	0	false
6351	CCL4	protein-coding	35	true
6352	CCL5	protein-coding	260	true
6354	CCL7	protein-coding	38	true
6355	CCL8	protein-coding	56	true
6356	CCL11	protein-coding	48	true
6357	CCL13	protein-coding	38	true
6358	CCL14	protein-coding	87	true
6359	CCL15	protein-coding	54	true
6360	CCL16	protein-coding	202	true
6361	CCL17	protein-coding	309	true
6362	CCL18	protein-coding	22	true
6363	CCL19	protein-coding	415	true
6364	CCL20	protein-coding	473	true
6366	CCL21	protein-coding	322	true
6367	CCL22	protein-coding	289	true
6368	CCL23	protein-coding	12	true
6369	CCL24	protein-coding	241	true
6370	CCL25	protein-coding	261	true
6372	CXCL6	protein-coding	73	true
6373	CXCL11	protein-coding	288	true
6374	CXCL5	protein-coding	22	true
6375	XCL1	protein-coding	65	true
6376	CX3CL1	protein-coding	361	true
6382	SDC1	protein-coding	554	true
6383	SDC2	protein-coding	558	true
6385	SDC4	protein-coding	532	true
6386	SDCBP	protein-coding	661	true
6387	CXCL12	protein-coding	827	true
6388	SDF2	protein-coding	826	true
6389	SDHA	protein-coding	856	true
6390	SDHB	protein-coding	859	true
6391	SDHC	protein-coding	819	true
6392	SDHD	protein-coding	724	true
6396	SEC13	protein-coding	866	true
6397	SEC14L1	protein-coding	734	true
6398	SECTM1	protein-coding	156	true
6399	TRAPPC2	protein-coding	852	true
6400	SEL1L	protein-coding	843	true
6401	SELE	protein-coding	467	true
6402	SELL	protein-coding	277	true
6403	SELP	protein-coding	526	true
